id,track_name,size_bytes,currency,price,rating_count_tot,rating_count_ver,user_rating_ver,cont_rating,vpp_lic,ver,prime_genre,sup_devices.num,ipadSc_urls.num,lang.num,user_rating
524359189,The Amazing Spider-Man,829148559,USD,6.99,17895,10970,4,12+,1,1.0.3,Games,39,4,12,4.5
524509185,Temple Run: Brave,130115584,USD,1.99,27593,386,4,4+,1,1.6,Games,40,5,1,4
524644575,BabyScope - Prenatal Listener,61694976,USD,4.99,875,51,4,4+,1,4.7.0,Utilities,37,5,1,3
524988885,realMyst,1043664896,USD,6.99,708,59,4,12+,1,1.1.1,Games,37,5,1,4
525176875,Sun Surveyor - Sun & Moon Visualization Tool,26597376,USD,9.99,183,14,5,4+,1,2.4.2,Photo & Video,35,4,21,5
525195399,Shogi,17691648,USD,0,26,3,5,4+,1,4.11,Games,37,4,2,4
525246631,Fair Food Maker Game - Make Yummy Carnival Treats,111604736,USD,0,12251,93,4,4+,1,2.1,Games,38,5,1,4
525507410,Potty Time with Elmo,47083520,USD,2.99,712,53,2,4+,1,3,Education,43,5,1,3.5
525781368,My Mixtapez Music,84864000,USD,0,26286,2,3.5,12+,1,7.0.57,Music,25,0,1,4.5
525790167,Fuel Rewards® program,58839040,USD,0,2249,495,4.5,4+,1,2.5.4,Shopping,37,0,1,4.5
525818572,Poop Break,6529024,USD,0.99,21,2,3.5,9+,1,1.3.1,Utilities,37,0,1,4
525818839,Plague Inc.,95603712,USD,0.99,143285,406,4.5,12+,1,1.14.1,Games,40,5,14,4.5
525929300,DiveChamp,41779200,USD,0.99,295,133,4.5,4+,1,1.22,Games,43,5,1,4.5
526011730,Tom Loves Angela,53489664,USD,0.99,1151,129,4,4+,1,2,Entertainment,43,0,13,4
526012271,Tom Loves Angela for iPad,55357440,USD,2.99,2286,1060,4.5,4+,1,2,Entertainment,26,4,13,4
526590469,Jake's Never Land Pirate School,303058944,USD,0.99,4337,398,4,4+,1,1.0.7,Entertainment,40,5,1,4
526641427,Flow Free,20669440,USD,0,373857,3428,4.5,4+,1,2.9,Games,38,5,11,4.5
526783584,"Pixlr - Photo Collages, Effects, Overlays, Filters",73878528,USD,0,2099,4,3.5,4+,1,3.1.2,Photo & Video,37,5,11,4
526819635,JaxReady,8352768,USD,0,22,4,1.5,17+,1,6.0.1,Weather,37,5,1,3.5
526831380,Storm Shield,26501120,USD,2.99,2516,994,5,12+,1,3.8.3,Weather,38,5,1,4.5
527143310,CamCard HD -business card scanner & reader,80380928,USD,7.99,319,13,4.5,4+,1,1.2.10,Business,24,5,7,4
527173191,Pumped: BMX,38629376,USD,1.99,1164,76,4.5,4+,1,1.6,Games,43,5,13,5
527219710,Sworkit - Custom Workouts for Exercise & Fitness,143166464,USD,0,16819,348,5,4+,1,5.4.1,Health & Fitness,37,5,12,5
527358348,Fieldrunners 2,89068544,USD,2.99,14214,11,3.5,9+,1,1.9.177609,Games,37,0,1,5
527445936,Photo Editor by Aviary,36269056,USD,0,39501,741,5,12+,1,4.6.1,Photo & Video,37,5,23,4.5
527705255,"Hurricane Tracker WESH 2 Orlando, Central Florida",29992960,USD,0,203,84,4.5,4+,1,4.1,Weather,37,1,1,4
528122602,Bluebeam Revu,150128640,USD,9.99,210,2,2,4+,1,3.8.4,Productivity,24,5,1,3
528532387,ナビタイムの乗り換え案内 - 遅延情報やバス時刻表を案内するアプリ,103106560,USD,0,48,3,5,4+,1,7.13.0,Navigation,37,5,1,4.5
528805631,Where's My Perry?,126416896,USD,2.99,24314,123,3.5,4+,1,1.7.7.78,Games,38,5,14,4.5
528919633,"Seeds Pro For Minecraft - Server, Skins, Community",29258752,USD,1.99,12770,18,3.5,9+,1,8.0.5,Games,40,5,1,4.5
529092160,今日头条 - 热点新闻资讯、娱乐视频,108229632,USD,0,428,0,0,17+,1,6.1.5,News,38,4,2,4.5
529096189,Granny Smith,68317184,USD,1.99,8568,1902,4.5,4+,1,1.3.1,Games,43,5,1,4.5
529096824,Lep's World 2 Plus - super best platformer games,66832384,USD,0.99,8404,79,4.5,4+,1,2.6.5,Games,40,5,3,4.5
529379082,Lyft,157950976,USD,0,46922,414,4.5,4+,1,4.33.3,Travel,37,0,1,4.5
529443604,SnoreLab : Record Your Snoring,56814592,USD,0,1341,266,4.5,12+,1,3.7.3,Medical,38,5,9,4.5
529479190,Clash of Clans,116476928,USD,0,2130805,579,4.5,9+,1,9.24.12,Games,38,5,18,4.5
529646208,Frax HD - The First Realtime Immersive Fractals,94023680,USD,1.99,298,20,5,4+,1,1.4.2,Entertainment,24,5,8,5
529652920,Zombie Tsunami,115895296,USD,0,31311,83,4.5,4+,1,3.6.3,Games,38,5,14,4.5
529815782,The Wonder Weeks,28716032,USD,1.99,397,5,3,17+,1,6.1.82,Health & Fitness,37,4,1,2.5
529997671,"Disney Channel – Watch Full Episodes, Movies & TV",132038656,USD,0,21082,37,3.5,4+,1,5.7.0,Entertainment,37,5,1,3.5
530001625,"Disney Junior – Watch Full Episodes, Movies & TV",113905664,USD,0,8077,29,2,4+,1,5.7.0,Entertainment,37,5,1,3
530003802,"Disney XD – Watch Full Episodes, Movies & Live TV",109049856,USD,0,5703,13,3,4+,1,5.7.0,Entertainment,37,4,1,3.5
530060483,METAL SLUG 3,151613440,USD,2.99,2798,529,4,9+,1,1.2.4,Games,43,5,2,3.5
530168168,CBS Full Episodes and Live TV,93207552,USD,0,39436,6,1.5,4+,1,4.12,Entertainment,37,5,1,2.5
530445196,Dungeon Village,187506688,USD,4.99,1000,15,4.5,4+,1,2.02,Games,38,5,5,4.5
530621395,Wish - Shopping Made Fun,48428032,USD,0,141960,579,4.5,12+,1,3.20.6,Shopping,37,5,30,4.5
530809322,"Sight Words Games & Flash Cards for Reading and Spelling Success at School (Learn to Read Preschool, Kindergarten and Grade 1 Kids)",54198272,USD,2.99,59,3,3.5,4+,1,2.0.5,Education,38,5,1,3.5
530957470,LiveCollage Pro-Photo Collage Maker&Photo Editor,88022016,USD,1.99,12319,0,0,4+,1,5.5.0,Photo & Video,37,5,4,4.5
530957474,Photo Collage Maker & Photo Editor - Live Collage,94266368,USD,0,93781,0,0,4+,1,5.5.0,Photo & Video,37,5,4,4.5
531184261,Trigger Fist,144196155,USD,0,69624,58269,4.5,12+,1,1.11,Games,43,5,1,4.5
531325150,Talking Ginger for iPad,79683584,USD,0,20065,113,4,4+,1,2.4.2,Entertainment,24,5,13,4.5
531761928,same - 就是聊得来,123238400,USD,0,78,0,0,17+,1,4.0.4,Social Networking,37,0,1,4
531968389,Deck Pass Plus,10240000,USD,1.99,350,170,3.5,4+,1,3.0.1,Sports,43,5,1,3.5
532046195,Tone Sphere,411227136,USD,1.99,360,4,5,4+,1,1.3.1,Games,40,5,1,4.5
532138534,Dragon Island Blue,53772288,USD,0.99,9119,1541,4.5,9+,1,1.1.0,Games,43,5,2,5
533024665,Organ Trail: Director's Cut,245444608,USD,2.99,3389,203,4.5,12+,1,2.0.4,Games,40,4,1,4.5
533055738,cute icon&wallpaper dressup - CocoPPa,65789952,USD,0,12508,810,4,4+,1,3.2.8,Lifestyle,38,0,10,4
533079551,DEAD TRIGGER,301228032,USD,0,78918,4345,4.5,17+,1,1.9.0,Games,43,4,1,4.5
533173905,MY LITTLE PONY: Magic Princess Quests,107032576,USD,0,65201,148,4,4+,1,3.5.0,Games,38,4,13,4.5
533373729,Fragment's Note,714801152,USD,3.99,1,1,5,4+,1,1.05,Games,43,4,1,5
533451786,Bad Piggies,260106240,USD,0,26259,38,3.5,4+,1,2.3.3,Games,37,0,1,4.5
533863652,Odysseus: Long Way Home HD (Full),281676680,USD,4.99,39,39,4,4+,1,1.0.0,Games,26,5,7,4
533893269,KODAK Kiosk Connect App,21434368,USD,0,3711,525,4.5,4+,1,1.23,Photo & Video,38,0,27,4.5
533956710,Modern Essentials,53814272,USD,6.99,112,9,3.5,12+,1,8.0.0,Health & Fitness,37,1,1,3.5
534160364,Snail Bob,210245632,USD,0.99,9453,11,4.5,4+,1,1.2.1,Games,25,5,1,4.5
534174529,InstaBoard  for Instagram - photos & videos repost,53230592,USD,0,1571,9,1.5,12+,1,3,Photo & Video,37,1,1,3.5
534282109,Topia World Builder,59056128,USD,1.99,1775,161,3.5,4+,1,1.6.1,Games,43,5,1,3.5
534342529,Bubble Mania™,189151232,USD,0,122081,49,4,4+,1,1.9,Games,38,5,1,4.5
534477679,Dr. Panda Hospital,417707008,USD,2.99,372,24,4,4+,1,1.7,Education,40,5,15,4
534539160,Tapage by My Little App,54250496,USD,0,41,0,0,17+,1,5,Lifestyle,37,5,1,4.5
534568162,UFC ®,45790208,USD,0,809,4,3,12+,1,3,Sports,37,4,1,2.5
534960206,Rhonna Collage,123987968,USD,1.99,239,2,5,4+,1,3.4.1,Photo & Video,38,5,29,4
535127218,Upward Basketball Coach,36912128,USD,0.99,138,0,0,4+,1,2.1.0,Sports,37,0,1,3.5
535153636,Celebrity Look Alike App - Face Compare,49332224,USD,0,403,5,1,4+,1,4.45,Entertainment,37,0,1,2.5
535176909,BADLAND,222380032,USD,2.99,21325,195,4.5,9+,1,3.3.3,Games,37,5,13,4.5
535338086,Certified Mixtapes - Hip Hop Albums & Mixtapes,41123840,USD,0,9975,15,3,12+,1,2.7.3,Music,37,1,1,4.5
535500008,Hungry Shark Evolution,320535552,USD,0,83784,358,4.5,12+,1,4.8,Games,38,5,33,4.5
535609266,Into the Dead,171828224,USD,0,32492,2346,4.5,12+,1,2.5,Games,38,5,14,4.5
535640259,Fitstar Personal Trainer,50043904,USD,0,7496,79,4.5,4+,1,3.1,Health & Fitness,37,5,5,4.5
535744360,书香云集Pro-小说电子书免费看书读书听书追书无广告阅读器,52120576,USD,0.99,14,0,0,17+,1,5.37,Book,38,3,3,5
535811906,"Over— Edit Photos, Add Text & Captions to Pictures",109300736,USD,0,16221,165,4.5,4+,1,4.3.1,Photo & Video,37,5,1,4.5
535886823,Google Chrome – The Fast and Secure Web Browser,95385600,USD,0,55750,163,3,17+,1,58.0.3029.113,Utilities,37,5,37,3.5
536040665,Tentacles: Enter the Dolphin,580818944,USD,2.99,1678,4,5,9+,1,1.2.1,Games,40,5,1,4.5
536049508,Full Fitness : Exercise Workout Trainer,104803328,USD,2.99,7573,884,4.5,4+,1,3.1,Health & Fitness,37,0,11,4.5
536433148,Trainz Driver - train driving game and realistic railroad simulator,384385024,USD,2.99,2228,252,4,4+,1,1.1.4,Games,43,5,1,4
536475199,Toddler Counting 123,60891136,USD,0.99,121,42,4,4+,1,3.1,Education,43,5,15,4
536495161,Lapse It Pro • Time Lapse & Stop Motion Camera • Professional HD,22585344,USD,2.99,2079,760,4.5,4+,1,2.52,Photo & Video,40,5,9,4.5
537263603,UNO ™ & Friends,131464192,USD,0,68911,2137,4,9+,1,3.3.3,Games,38,5,14,4
537280156,Raiden Legacy,177562624,USD,4.99,443,12,4,9+,1,1.8,Games,37,5,1,4.5
537452201,BrainHQ - Brain Training,72673280,USD,0,684,0,0,4+,1,5.9,Education,37,5,2,4
537524388,Block Earth,85463040,USD,4.99,2089,278,5,4+,1,1.8.5,Games,38,5,1,4
537773100,Bastion,1281059840,USD,4.99,14247,320,4.5,12+,1,1.4,Games,43,4,1,4.5
537931449,Rayman Jungle Run,78690304,USD,2.99,25517,273,4,9+,1,1.3.6,Games,38,5,8,4.5
537961396,TEDICT - Learn English with TED Video,6398976,USD,2.99,77,2,4.5,4+,1,6.1,Education,37,5,18,4.5
538212549,Big Fish Casino – Best Vegas Slot Machines & Games,108107776,USD,0,113959,707,4.5,12+,1,10.3.1,Games,38,5,1,4.5
538248967,暴风影音-BaoFeng Player,83532800,USD,0,287,0,0,17+,1,5.2.0,Entertainment,38,0,1,4.5
538407602,SpellingCity,109510656,USD,0,1566,402,3.5,4+,1,1.9.13,Education,40,4,16,3.5
538671999,どうぶつしょうぎ(公式),33780714,USD,0.99,1,1,4,4+,1,1,Games,43,5,1,4
539124565,"We Heart It - Fashion, wallpapers, quotes, tattoos",79953920,USD,0,90414,44,4,12+,1,8.3.0,Social Networking,37,5,31,5
539291461,IronMobile - Ironman Athlete Tracker,5086208,USD,0.99,126,4,1.5,4+,1,3.22,Sports,37,4,31,3
539354240,Been Together,50371584,USD,0.99,20,1,5,4+,1,2.0.4,Lifestyle,37,0,7,4.5
539587329,Hurricane Impact by HurricaneTrack.com,7477248,USD,2.99,60,7,4.5,4+,1,1.11.6,Weather,37,0,1,3.5
539943615,Voice Translate Pro,20605952,USD,3.99,1158,4,5,4+,1,1.1.7,Business,38,0,1,4.5
540392362,Castle Raid,47127849,USD,0.99,1087,895,4.5,9+,1,1.02,Games,43,5,1,4.5
540925164,Need for Speed™ Most Wanted,2023336960,USD,4.99,7315,161,3,4+,1,1.0.54,Games,37,5,11,4
541517597,Tiny Wings HD,28681216,USD,2.99,12181,76,4.5,4+,1,2.2,Games,24,5,6,4.5
541672969,Robot Unicorn Attack 2,106917888,USD,0,21432,269,4.5,9+,1,1.7.3,Games,40,5,6,4.5
541868325,Presidential Election & Electoral College Maps,32719872,USD,2.99,222,1,3,4+,1,2.1,News,37,5,1,3.5
542180079,The Secret Society® - Hidden Mystery,1433910272,USD,0,168674,252,4.5,4+,1,1.25.2500,Games,37,5,11,4
542397575,Space Agency,34965504,USD,1.99,1565,1,5,4+,1,1.5.2,Games,37,5,1,4.5
542511686,NBC Sports,129395712,USD,0,47172,28,2.5,4+,1,5.4,Sports,37,5,31,2.5
542568747,征戦エクスカリバー,89853952,USD,0,8,0,0,9+,1,3.5.20,Games,40,5,16,3.5
542909191,Unfilth Your Habitat,12316672,USD,0.99,321,112,4.5,17+,1,1.4,Productivity,43,5,1,4.5
543032054,WiFi Map Pro - Scan & Get Passwords for free Wi-Fi,87569408,USD,4.99,1155,10,5,4+,1,4,Travel,37,4,4,4
543054341,Word Search Colorful,19643392,USD,0,7131,17,4.5,12+,1,4.98.98,Games,38,5,13,4
543119010,Wireless Transfer App:Sync backup photo and video,35957760,USD,2.99,1810,15,4,4+,1,4.5,Photo & Video,37,5,6,4.5
543186831,8 Ball Pool™,86776832,USD,0,416736,19076,4.5,4+,1,3.9.1,Games,38,5,10,4.5
543577420,Photo Grid - photo collage maker & photo editor,112073728,USD,0,40531,10,4.5,4+,1,6.1.80,Photo & Video,37,5,22,4.5
543672169,ownCloud,34676736,USD,0.99,249,1,2,17+,1,3.6.0,Productivity,37,5,26,3
544007664,"YouTube - Watch Videos, Music, and Live Streams",124673024,USD,0,278166,0,0,17+,1,12.21,Photo & Video,37,4,34,2.5
544007969,TimeTraks,698800,USD,0.99,68,29,2,4+,1,1.1.0,Entertainment,43,0,1,2
544118997,"Shopular Coupons, Weekly Deals for Target, Walmart",52582400,USD,0,22729,997,5,4+,1,6.8,Shopping,37,4,1,5
544119998,Magellan,44860416,USD,2.99,313,16,4.5,4+,1,4,Music,24,5,1,4.5
544372354,Real Metronome Pro,56131584,USD,1.99,95,22,4,4+,1,2.5.7,Music,37,3,23,4
544549986,McGraw-Hill K-12 ConnectED Mobile,26227712,USD,0,594,10,3.5,4+,1,1.6.9,Education,24,5,1,2.5
544695089,The World Ends with You: Solo Remix,2664228864,USD,17.99,2760,187,5,9+,1,1.2.4,Games,16,0,2,4.5
545229893,Bad Piggies HD,260040704,USD,0,19018,81,4.5,4+,1,2.3.3,Games,24,5,1,4.5
545519333,Amazon Prime Video,69435392,USD,0,43667,1109,4.5,12+,1,4.4.1,Entertainment,37,5,3,4
545623778,Camera360 Concept - HelloCamera,45243392,USD,0.99,1335,9,4.5,4+,1,1.1.1,Photo & Video,38,0,3,4.5
545689128,Hurricane by American Red Cross,54710272,USD,0,1158,5,3,4+,1,3.4,Weather,37,5,1,4
545813738,Finding Nemo Storybook Deluxe,1131319296,USD,2.99,117,7,2.5,4+,1,2,Book,38,5,1,4
545993260,Weather & Radar,94449664,USD,0,37,2,3.5,4+,1,4.3.2,Weather,37,3,21,4
546287349,PetWorld 3D: My Animal Rescue Premium,177914880,USD,5.99,1815,6,4.5,4+,1,4.1,Games,38,5,8,4
546473125,"Quizlet: Study Flashcards, Languages & Vocabulary",95381504,USD,0,16683,23,4,4+,1,2.11,Education,37,5,13,4.5
546630411,Can Knockdown 3,151453696,USD,1.99,1135,213,5,4+,1,1.3,Games,38,5,11,4.5
546688555,Super Why! ABC Adventures,147821568,USD,3.99,242,1,2,4+,1,3.3,Education,40,5,1,3
546821797,Photo Editor-,46732288,USD,0,9095,411,4.5,4+,1,5.0.4,Photo & Video,37,5,31,4.5
546871573,Bingo!™,236914688,USD,0,56852,6,3,12+,1,2.4.11,Games,38,5,1,4.5
546937504,Blendamaze,53692416,USD,2.99,1504,40,4.5,4+,1,3.1,Games,40,5,1,4.5
547100072,DMBX 2 - Mountain Bike and BMX,165738053,USD,1.99,42,20,4,4+,1,1.1.0,Games,39,5,2,4
547101139,Traffic Racer,132160512,USD,0,22458,369,4.5,4+,1,2.4.1,Games,40,4,16,4.5
547109049,"Karaoke - Sing Karaoke, Unlimited Songs!",95711232,USD,0,28606,955,4.5,4+,1,4.1.5,Music,38,5,19,4.5
547166701,百度网盘,114601984,USD,0,2434,7,5,12+,1,7.1.1,Productivity,38,0,1,4.5
547305617,Bingo Pop,274991104,USD,0,18971,36,4,12+,1,3.11.25,Games,38,5,1,4
547566699,Infectonator,25939813,USD,0.99,3069,1315,4.5,9+,1,1.4,Games,43,5,16,4.5
547702041,Tinder,126720000,USD,0,143040,114,4,17+,1,7.5.1,Lifestyle,37,0,42,3.5
547951480,ZARA,61317120,USD,0,2731,48,4.5,4+,1,3.3,Shopping,37,0,29,4.5
548580856,Slayin,22982656,USD,0.99,45574,34080,4.5,12+,1,2,Games,43,5,1,4.5
548753732,"Handwriting Without Tears: Wet-Dry-Try for Capitals, Numbers & Lowercase",69922816,USD,4.99,382,10,4,4+,1,1.49,Education,26,5,1,3.5
548946769,Stick Texting Emoji Emoticons Killer,90030080,USD,1.99,321,13,2.5,9+,1,1.1,Utilities,37,5,1,3
549027629,Super Hexagon,33219584,USD,2.99,10748,1842,4.5,4+,1,2.3,Games,38,4,1,4.5
549105915,True Skate,66697216,USD,1.99,11065,35,3.5,4+,1,1.4.24,Games,37,4,1,4
549421060,平安金管家 — 值得信赖的移动金融生活管家,131750912,USD,0,5,0,0,17+,1,4.3.1,Finance,38,0,2,2.5
550067264,Cafeteria Nipponica,186856448,USD,4.99,274,4,5,4+,1,2.01,Games,38,5,4,4.5
550221096,STARZ,110111744,USD,0,8971,267,4.5,17+,1,3.3.1,Entertainment,37,5,1,3.5
550252401,Pac-12 Now,71500800,USD,0,1221,6,3,4+,1,2.13,Sports,37,5,1,3
550902799,Camera+ for iPad,62664704,USD,4.99,641,22,3.5,4+,1,2,Photo & Video,24,5,10,3.5
550946484,Word Chums,90521600,USD,3.99,11536,171,5,4+,1,2.2.3,Games,38,5,1,5
550971517,Dr. Panda's Restaurant,125091840,USD,1.99,370,116,4.5,4+,1,2.5,Games,40,5,17,4
551215116,LAMP Words For Life,583263232,USD,299.99,41,0,0,4+,1,1.5.5,Education,24,5,1,4
551407760,Jumping Horses Champions,41161832,USD,0.99,835,835,4.5,4+,1,1,Games,43,5,1,4.5
551798799,WWE,88150016,USD,0,7553,29,3.5,12+,1,3.16.0,Entertainment,37,4,9,4
551817261,Starfall Learn to Read,107464704,USD,0,474,3,5,4+,1,3.11,Education,40,5,1,4
552039496,The Room,338273280,USD,0.99,143908,1056,5,9+,1,1.0.4,Games,24,5,1,5
552208596,Followers - Social Analytics For Instagram,59160576,USD,0,112778,139,4.5,4+,1,6.8.4,Social Networking,37,5,11,4.5
552330708,Stock Market HD: Real Time Stocks Tracker + Forex,77485056,USD,2.99,1275,8,4,4+,1,2023,Finance,37,1,1,3.5
552498441,"It's The Great Pumpkin, Charlie Brown",141408256,USD,5.99,632,0,0,4+,1,1.4,Book,37,5,1,4
552602056,ClassDojo,80195584,USD,0,35440,122,5,4+,1,4.8.3,Education,37,5,55,4.5
552764013,NASCAR MOBILE,70040576,USD,0,16385,6556,4.5,4+,1,6.3.0,Sports,37,4,1,4
553211336,Daniel Tiger’s Neighborhood: Play at Home with Daniel,58736640,USD,2.99,930,88,3.5,4+,1,2.0.4,Education,43,5,1,3.5
553771681,百度地图HD,107509760,USD,0,771,22,4,4+,1,4.5.1,Navigation,24,2,2,4.5
553807264,Cymera - Photo & Beauty Editor & Collage,123231232,USD,0,523,0,0,4+,1,3.3.1,Photo & Video,38,0,13,3
553834731,Candy Crush Saga,222846976,USD,0,961794,2453,4.5,4+,1,1.101.0,Games,43,5,24,4.5
553918524,Ugly,47773530,USD,0,224,224,4,4+,1,1,Entertainment,43,0,1,4
553921725,Crazy Taxi,277301248,USD,0,8573,42,4,9+,1,2.02,Games,37,5,11,4
554050644,Touch Camera - Fast Recording and Burst,5071872,USD,1.99,36,1,1,4+,1,2.6.6,Photo & Video,37,5,3,1
554064861,Jメール 出会える人気の匿名SNS出会い系アプリ,27784192,USD,0,11,0,0,17+,1,3.3.1,Social Networking,37,0,2,3.5
554245373,SMART Notebook for iPad,97378304,USD,5.99,301,13,3.5,4+,1,3.2,Education,24,5,6,2.5
554462411,The Tiny Bang Story,189565952,USD,1.99,143,14,3.5,4+,1,2.1,Games,37,0,9,3
554499054,滴滴出行,108676096,USD,0,1103,4,1.5,4+,1,5.0.20,Travel,37,0,2,4
554533253,Campaign Manager - A Presidential Election Simulation Game,7053312,USD,2.99,116,40,4,4+,1,2,Games,40,5,1,4
554597348,Vector HD,137798656,USD,0.99,1291,30,3.5,9+,1,1.2.0,Games,24,5,1,4.5
554602005,百度网盘 HD,50118656,USD,0,869,1,1,4+,1,4.6.2,Productivity,24,5,1,4
554936942,Talking Angela for iPad,76846080,USD,0,32763,191,3.5,4+,1,2.7,Entertainment,24,5,13,3.5
554937499,Earn to Die,56385536,USD,0.99,6977,893,4.5,12+,1,1.0.17,Games,43,0,1,4.5
554941343,Earn to Die HD,49803264,USD,2.99,2028,489,5,12+,1,1.0.17,Games,26,4,1,4.5
555208351,Baby Rattle with Child Lock,22364160,USD,1.99,441,402,4.5,4+,1,1.5.3,Games,40,5,14,4.5
555233356,Clue Solver - for Clue or Cluedo board games,77971456,USD,0.99,185,1,3,4+,1,1.2,Games,37,1,1,1.5
555376968,ESPN Fantasy Football Baseball Basketball Hockey,25164800,USD,0,64925,1543,3.5,4+,1,3.2.0,Sports,37,5,1,4
555610791,去哪儿攻略—查游记旅游攻略，订机票酒店,57138176,USD,0,25,1,5,4+,1,4.9.1,Travel,37,0,1,4
555641008,Draw a Stickman: EPIC,72376320,USD,1.99,413,42,4.5,9+,1,1.4.4,Games,38,0,1,4.5
555916407,Year Walk,213773594,USD,3.99,1951,1333,4.5,12+,1,1.1,Games,43,5,1,4.5
555936735,Angry Birds Friends,190382080,USD,0,23655,376,4.5,4+,1,3.4.0,Games,37,5,1,4
556027347,Kirkland's Spin to Win,9965568,USD,0,177,10,3,4+,1,1.1.4,Shopping,38,0,1,3
556164008,Real Racing 3,874184704,USD,0,164483,171,4.5,4+,1,5.3.0,Games,38,5,12,4.5
556382158,Pacific Fleet,92250112,USD,5.99,806,461,4.5,12+,1,2.1,Games,43,5,1,4
556430416,Toca Tailor,57734144,USD,2.99,4059,28,4,4+,1,1.0.7,Education,40,5,19,4.5
556500145,"Tiny Scanner+ - PDF scanner to scan document, receipt & fax",57836544,USD,4.99,5611,1549,5,4+,1,4.1.1,Business,38,4,9,5
556867879,Draw a Stickman: EPIC HD,113565696,USD,2.99,895,164,4.5,9+,1,1.4.4,Games,24,5,1,4.5
556990666,TNNS,42757772,USD,1.99,65,17,5,4+,1,1.2,Games,43,5,1,4.5
557121061,MetaMoJi Note - note taking and PDF annotation app,103659520,USD,7.99,493,2,4.5,4+,1,3.9.3,Productivity,38,5,13,4
557130558,HelloTalk Language Exchange Learning App,167054336,USD,0,1619,50,4.5,4+,1,2.3.4,Education,38,4,20,4
557137623,Angry Birds Star Wars,177338368,USD,0,34138,7,3.5,4+,1,1.5.11,Games,37,0,1,4.5
557138109,Angry Birds Star Wars HD,212249600,USD,0,22674,10,4.5,4+,1,1.5.11,Games,24,5,1,4.5
557153158,Shpock Boot Sale & Classifieds App. Buy & Sell,82904064,USD,0,212,1,5,12+,1,3.12.2,Shopping,37,5,6,4
557285579,Total - Free browser with file manager and cloud storage support,75883520,USD,0,4231,288,4,17+,1,2.6.4,Entertainment,38,3,7,4.5
557405467,"Network Analyzer - wifi scanner, speed test, tools",12513280,USD,3.99,2840,258,5,4+,1,7.2,Utilities,37,5,1,4.5
557932128,"Inkly: Greeting Cards, Postcards, Flowers & Gifts",139865088,USD,0,1034,859,5,9+,1,7.5.1,Shopping,37,5,21,4.5
558094294,Dashy Crashy,166305792,USD,0,3979,374,4.5,4+,1,2.0.1,Games,37,5,12,4.5
558202790,CUBE SNAP,85362688,USD,0.99,1133,142,4.5,4+,1,3.14,Games,37,5,1,4.5
558270538,File Manager Pro App,14442496,USD,4.99,2154,27,4,17+,1,2.5,Business,37,1,2,4.5
558433129,Modern Combat 4: Zero Hour,2169602048,USD,6.99,12916,1213,4,17+,1,1.2.1,Games,39,5,13,4
558512661,InsTrack for Instagram - Analytics Plus More,14225408,USD,0,85535,1897,4.5,4+,1,2.3.4,Social Networking,37,5,31,4.5
558818638,Weblock - AdBlock for apps and websites,37883904,USD,1.99,1880,118,3.5,4+,1,4.4.1,Utilities,37,5,7,3.5
559887125,"Ibotta: Cash Back App, Grocery Coupons & Shopping",192774144,USD,0,44313,0,0,12+,1,5.0.3,Shopping,37,0,1,4.5
560173559,直播吧(官方版)-体育从这里开始,63309824,USD,0,13,0,0,12+,1,4.5.4,Sports,38,4,1,5
560372072,Mini Golf Stars! Retro Golf Game,224983040,USD,0,9411,165,4.5,17+,1,5.72,Games,37,5,9,4.5
560586497,"Concepts - Sketch, Design, Illustrate",130532352,USD,0,3101,61,4.5,4+,1,4.5.1,Productivity,37,5,12,4.5
560692867,Lili™,797827072,USD,0.99,2701,825,4,12+,1,1.3,Games,39,5,1,4
561350520,Capture - Control Your GoPro Camera - Share Video,94800896,USD,0,6542,145,1.5,12+,1,3.3.2,Photo & Video,37,4,10,3
561416817,Clumsy Ninja,255400960,USD,0,123032,608,4.5,4+,1,1.29.0,Games,40,5,5,4.5
561521557,Agricola,349272064,USD,6.99,1107,27,4.5,12+,1,1.2.3,Games,40,5,7,4
561625752,T-Mobile,65560576,USD,0,19977,828,4.5,4+,1,2.9.5,Productivity,37,3,1,4
561632513,Peatix -Discover events & communities in your city,84125696,USD,0,10,0,0,4+,1,2.10.0,Entertainment,37,0,2,3
561941526,Dragon City Mobile,123612160,USD,0,277268,223,4.5,4+,1,4.11,Games,38,5,12,4.5
562136065,高德地图HD,36229120,USD,0,26,13,3,4+,1,2.0.0,Navigation,26,5,1,3.5
562772514,Devil's Attorney,321376256,USD,2.99,1474,125,4.5,12+,0,1.0.4,Games,38,5,1,4.5
562989701,Vector for iPhone,137792512,USD,0.99,4432,61,4.5,9+,1,1.2.0,Games,40,0,1,4.5
563027226,NFL HUDDLE: Football Card Trader,228352000,USD,0,2896,17,3,12+,1,6.5.14,Sports,37,5,1,4
563103341,UBiO,26939392,USD,4.99,8,0,0,4+,1,3.0.3,Music,37,5,2,4.5
563546294,Minecraft: Skin Studio,46211072,USD,3.99,4006,60,4.5,4+,1,4.8.0,Games,37,5,11,4
563718995,Bloons TD 5,113020928,USD,2.99,42078,141,4.5,9+,1,3.8.3,Games,40,0,15,4.5
563764220,minne - shopping handmade item,80129024,USD,0,8,0,0,4+,1,7.11.0,Shopping,37,0,2,5
563910324,MarineTraffic - Ship Tracking,45089792,USD,4.99,1782,114,4.5,4+,1,3.6.2,Travel,40,5,1,4.5
